,merchant,category,amt,gender,street,city,state,zip,lat,long,city_pop,job,unix_time,age,month,year,is_fraud
11006,Heller PLC,health_fitness,76.23,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,Engineer,1372939512,44,7,2020,0
11007,Rau Robel,kids_pets,23.84,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,Sales professional,1371768989,34,6,2020,1
11008,Medhurst PLC,shopping_net,956.23,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1377040797,58,8,2020,1
11009,Goldner Lemke,entertainment,464.19,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,Teacher,1363567258,53,3,2020,1
11010,Hudson Ratke,grocery_pos,232.76,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,1332574816,30,3,2019,0
11011,Mosciski Gislason  Mertz,grocery_pos,299.32,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary,1340709590,46,6,2019,1
11012,Hamill Daugherty,misc_net,735.19,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1371767298,66,6,2020,1
11013,Sawayn PLC,shopping_pos,888.56,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372548508,72,6,2020,1
11014,Swaniawski Nitzsche  Welch,health_fitness,57.7,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1387636044,94,12,2020,0
11015,Padberg Sauer,home,77.16,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1388423299,35,12,2020,0
11016,Sawayn PLC,shopping_pos,988.04,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1334702115,82,4,2019,1
11017,Kozey Boehm,shopping_net,1064.15,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,1366585238,56,4,2020,1
11018,Kuhn LLC,shopping_pos,8.56,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1331446513,59,3,2019,0
11019,Schumm PLC,shopping_net,949.88,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1372288726,42,6,2020,1
11020,Auer Mosciski,grocery_pos,297.78,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,Presenter,1331088891,70,3,2019,1
11021,Schoen Kuphal  Nitzsche,grocery_pos,35.63,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1376106629,44,8,2020,0
11022,Wiza Schaden  Stark,misc_pos,8.94,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,Producer,1335512846,68,4,2019,0
11023,Rodriguez Group,gas_transport,22.4,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1377054255,58,8,2020,1
11024,Kuhic Bins  Pfeffer,shopping_net,1124.23,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,Designer,1351289462,72,10,2019,1
11025,Hammes Beatty,kids_pets,19.55,F,193 Catherine Ways,Hills,MN,56138,43.5335,-96.3645,899,Data scientist,1367534224,29,5,2020,1
11026,Kerluke PLC,misc_net,745.25,M,797 Jennifer Loop Suite 634,Minnesota Lake,MN,56068,43.8295,-93.8282,1087,Music tutor,1332542167,61,3,2019,1
11027,Kuhn LLC,shopping_pos,915.78,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional,1337470508,30,5,2019,1
11028,Jast Ltd,shopping_net,768.45,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1386887701,51,12,2020,1
11029,Watsica Haag  Considine,shopping_pos,15.12,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1382207677,34,10,2020,0
11030,Lakin Ferry  Beatty,food_dining,45.95,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1349023669,71,9,2019,0
11031,Kerluke PLC,misc_net,6.66,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum,1384838759,90,11,2020,0
11032,Terry Johns  Bins,misc_pos,9.65,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,1375585777,30,8,2020,1
11033,Swift PLC,kids_pets,64.44,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1337432997,75,5,2019,0
11034,Weimann Lockman,kids_pets,11.13,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1370793831,30,6,2020,0
11035,Bins Tillman,entertainment,6.5,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1377122573,68,8,2020,0
11036,Collier LLC,home,29.24,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1382876764,52,10,2020,0
11037,Bins Rice,gas_transport,43.01,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1362033267,25,2,2020,0
11038,Schmidt  Sons,shopping_net,1115.07,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1356910841,48,12,2019,1
11039,Stark Koss,home,274.01,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1374363928,42,7,2020,1
11040,Zulauf LLC,personal_care,17.71,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1372719081,49,7,2020,1
11041,Goyette Howell  Collier,shopping_pos,5.09,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,Librarian,1370450415,54,6,2020,0
11042,Rippin Von Rueden,health_fitness,35.87,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,Designer,1382724305,49,10,2020,0
11043,Ernser Lynch,food_dining,76.55,M,957 Miller Falls,Apison,TN,37302,35.0149,-85.0164,3730,Occupational therapist,1346959965,33,9,2019,0
11044,Herman Inc,misc_pos,154.39,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,Teacher,1349046253,27,9,2019,0
11045,Towne LLC,misc_pos,1.3,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1337748969,65,5,2019,0
11046,Towne Greenholt  Koepp,shopping_net,1088.85,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1353545556,39,11,2019,1
11047,Wilkinson LLC,personal_care,73.65,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1364406716,67,3,2020,0
11048,Turner  Sons,shopping_pos,827.33,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1349562898,42,10,2019,1
11049,Mohr Bayer,shopping_net,954.97,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1356825496,51,12,2019,1
11050,Morar Inc,grocery_net,28.83,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1331691087,28,3,2019,0
11051,Towne LLC,misc_pos,492.06,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1379139044,98,9,2020,0
11052,Medhurst Cartwright  Ebert,personal_care,5.7,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,Sales professional,1388442413,53,12,2020,0
11053,Dare Fritsch  Zboncak,health_fitness,64.1,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1327754609,44,1,2019,0
11054,Botsford Ltd,shopping_pos,14.94,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1346419880,43,8,2019,0
11055,Schmeler Bashirian  Price,shopping_net,907.95,M,737 Thomas Wall Apt. 502,West Bethel,ME,4286,44.402,-70.8601,47,Chief Operating Officer,1330211261,73,2,2019,1
11056,Kuhn LLC,misc_net,9.82,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1386081158,53,12,2020,0
11057,Lesch D'Amore  Brown,food_dining,67.01,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing,1338485541,50,5,2019,0
11058,Kutch Hermiston  Farrell,gas_transport,10.2,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1339741695,40,6,2019,1
11059,Zemlak Tillman  Cremin,personal_care,20.83,M,707 Butler Parkways Apt. 747,Omaha,NE,68117,41.2064,-95.9953,518429,Surveyor,1337805155,29,5,2019,0
11060,Johnston Nikolaus  Maggio,grocery_net,10.5,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1363488936,42,3,2020,1
11061,Wisozk  Sons,misc_pos,9.26,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,Engineer,1358473538,72,1,2020,0
11062,Jenkins Hauck  Friesen,gas_transport,11.47,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1343347783,88,7,2019,1
11063,Friesen Ortiz,personal_care,50.43,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,Engineer,1360879756,68,2,2020,1
11064,Schroeder Wolff  Hermiston,travel,2.83,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,Scientist,1369520956,67,5,2020,0
11065,Kihn Inc,shopping_pos,752.7,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,Administrator,1335569479,89,4,2019,1
11066,Macejkovic Lesch,shopping_pos,722.68,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film,1371595436,63,6,2020,1
11067,Kuvalis Ltd,gas_transport,17.17,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,Programmer,1352030087,61,11,2019,1
11068,Erdman Durgan,health_fitness,101.32,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1381672719,81,10,2020,0
11069,Goyette Inc,shopping_net,6.68,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1367546006,82,5,2020,0
11070,Terry Johns  Bins,misc_pos,8.61,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1346456923,45,8,2019,1
11071,Feil Morar,health_fitness,38.36,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1336688779,83,5,2019,0
11072,Daugherty Thompson,food_dining,149.53,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1380989583,64,10,2020,1
11073,Effertz Welch  Schowalter,entertainment,197.42,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1356464968,51,12,2019,0
11074,Runolfsdottir Mueller  H,entertainment,160.72,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1388242188,30,12,2020,0
11075,Gulgowski LLC,home,12.04,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1345553047,37,8,2019,0
11076,Rau Grant,kids_pets,38.2,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1376853138,42,8,2020,0
11077,Brown PLC,misc_net,904.09,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1354749374,83,12,2019,1
11078,Kuhn LLC,shopping_pos,714.34,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1336616944,43,5,2019,1
11079,Goldner Kovacek  Abbott,grocery_pos,299.61,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,Designer,1360375994,49,2,2020,1
11080,Lynch Ltd,shopping_pos,2.65,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1368386967,40,5,2020,0
11081,Cartwright Harris,grocery_pos,298.64,F,644 Deborah Courts,Tulsa,OK,74108,36.1499,-95.7923,413574,Quantity surveyor,1363837315,93,3,2020,1
11082,Bernhard Lesch,food_dining,132.42,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,1366586920,56,4,2020,1
11083,Shanahan Lehner,personal_care,23.97,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,Psychologist,1332373503,97,3,2019,1
11084,Romaguera Cruickshank  Greenholt,shopping_net,885.32,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1338002287,50,5,2019,1
11085,Ferry Lynch  Kautzer,misc_net,808.25,M,300 Hodge Loaf,Houston,TX,77027,29.7396,-95.446,2906700,Community development worker,1327880544,62,1,2019,1
11086,Wisozk  Sons,misc_pos,8.16,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1365477833,37,4,2020,1
11087,Streich Dietrich  Barton,shopping_net,9.25,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land,1339718333,52,6,2019,0
11088,Kozey Boehm,shopping_net,1058.8,F,50932 Neal Valley,Daniels,WV,25832,37.7256,-81.1087,3994,Biochemist,1364770775,88,3,2020,1
11089,Kautzer  Sons,personal_care,38.7,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1354922365,28,12,2019,0
11090,Beier Hyatt,shopping_pos,785.4,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,Loss adjuster,1352413159,50,11,2019,1
11091,Rohan White  Aufderhar,misc_net,833.78,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1384909928,47,11,2020,1
11092,Rohan White  Aufderhar,misc_net,905.5,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1342395292,35,7,2019,1
11093,Kilback LLC,grocery_pos,278.62,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,Psychologist,1368618797,26,5,2020,1
11094,Hamill D'Amore,health_fitness,64.91,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,Therapist,1370369090,36,6,2020,0
11095,O'Keefe Hudson,grocery_pos,349.95,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,Librarian,1353378985,26,11,2019,1
11096,Torp Labadie,gas_transport,59.61,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1364084994,74,3,2020,0
11097,Bashirian Group,shopping_net,4.94,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1335587870,67,4,2019,0
11098,Lind Buckridge,entertainment,38.16,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1342807345,44,7,2019,0
11099,Rau  Sons,grocery_pos,284.56,M,554 Harrell Ferry Suite 533,Brookfield,WI,53045,43.0668,-88.1469,41111,Fitness centre manager,1367993763,84,5,2020,1
11100,Lockman West  Runte,grocery_pos,332.65,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1369445077,46,5,2020,1
11101,Langworth Boehm  Gulgowski,shopping_net,1124.22,F,8030 Walker Heights,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,1343519435,84,7,2019,1
11102,Padberg Welch,grocery_pos,247.55,M,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1359602645,65,1,2020,1
11103,Kiehn Inc,grocery_pos,330.54,F,493 Todd Views,Gaithersburg,MD,20882,39.2335,-77.1458,135332,Clinical biochemist,1369277109,88,5,2020,1
11104,Heller Langosh,gas_transport,49.33,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1363242434,33,3,2020,0
11105,Cormier LLC,health_fitness,37.93,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1374348390,36,7,2020,0
11106,Ruecker Mayert,kids_pets,47.03,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1365362985,40,4,2020,0
11107,Spencer Runolfsson,misc_pos,105.44,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1345537035,49,8,2019,0
11108,Koepp Witting,grocery_pos,296.82,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1340931234,33,6,2019,1
11109,Kuhn LLC,shopping_pos,940.02,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,1355274114,40,12,2019,1
11110,Reilly LLC,home,222.66,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1350163062,74,10,2019,0
11111,Mc Laughlin Armstrong  Koepp,travel,8.67,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1345475590,67,8,2019,0
11112,Cremin Hamill  Reichel,misc_pos,8.96,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing,1358219588,45,1,2020,1
11113,Greenholt O'Hara  Balistreri,shopping_net,1010.36,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1340924418,33,6,2019,1
11114,Terry Ltd,home,19.91,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,Surveyor,1384287848,37,11,2020,0
11115,Ankunding LLC,shopping_net,50.58,M,868 Brady Mill Apt. 837,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,1331678830,52,3,2019,0
11116,Padberg Welch,grocery_pos,298.19,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive,1335661169,57,4,2019,1
11117,Erdman Schaden,personal_care,23.92,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1387579479,52,12,2020,1
11118,Kerluke Considine  Macejkovic,misc_net,7.19,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product,1338376154,62,5,2019,0
11119,Wilkinson PLC,kids_pets,10.29,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,Engineer,1330086713,32,2,2019,0
11120,Effertz Welch  Schowalter,entertainment,495.83,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional,1337382658,30,5,2019,1
11121,Upton PLC,entertainment,466.76,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,Designer,1332128335,30,3,2019,1
11122,Rippin Kub  Mann,misc_net,691.48,M,83555 Melinda Spurs,Kingsville,MD,21087,39.4558,-76.4147,5451,Science writer,1350254071,63,10,2019,1
11123,Dach Nader,misc_net,843.99,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1335829340,63,4,2019,1
11124,Moen Reinger  Murphy,grocery_pos,276.52,M,8611 Tricia Fork,East China,MI,48054,42.7769,-82.5437,7339,Copywriter,1367714898,62,5,2020,1
11125,Pagac LLC,shopping_pos,812.79,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1383271032,47,11,2020,1
11126,Rutherford Mertz,grocery_pos,98.67,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1363481105,94,3,2020,0
11127,Boehm Predovic  Reinger,misc_pos,809.78,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1382057905,38,10,2020,1
11128,Kemmer Reinger,grocery_net,58.89,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1380107256,56,9,2020,0
11129,Mosciski Ziemann  Farrell,shopping_net,40.73,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1352502652,39,11,2019,0
11130,Sawayn PLC,shopping_pos,990.09,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1366582080,67,4,2020,1
11131,Bogisich Inc,grocery_pos,90.05,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1387682026,34,12,2020,0
11132,Lang Towne  Schuppe,kids_pets,52.06,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1376481957,44,8,2020,0
11133,Mc Kenzie Huels,food_dining,58.99,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,Loss adjuster,1376512364,50,8,2020,0
11134,Armstrong Walter  Gottlieb,food_dining,11.94,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1338060093,59,5,2019,0
11135,Shields Wunsch,health_fitness,17.45,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1386335458,75,12,2020,1
11136,Osinski Ledner  Leuschke,grocery_pos,299.93,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1334266884,42,4,2019,1
11137,Collier LLC,home,26.28,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1339370600,89,6,2019,0
11138,Streich Dietrich  Barton,shopping_net,1084.6,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1371440851,50,6,2020,1
11139,Cole Hills  Jewess,home,14.51,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,Copywriter,1374874187,62,7,2020,0
11140,Bauch Raynor,grocery_pos,287.86,M,969 Huerta Path Apt. 270,Valentine,NE,69201,42.8062,-100.6215,4005,Network engineer,1346980753,79,9,2019,1
11141,Kihn Inc,shopping_pos,1.35,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1352886997,58,11,2019,0
11142,Goldner Kovacek  Abbott,grocery_pos,295.39,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary,1340756274,46,6,2019,1
11143,Streich Dietrich  Barton,shopping_net,99.06,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,1371974551,34,6,2020,0
11144,Eichmann Hayes  Treutel,travel,1.44,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1352751399,57,11,2019,0
11145,Turcotte Halvorson,misc_pos,705.8,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1358562014,50,1,2020,1
